StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,t.intro_First Click,t.intro_Last Click,t.intro_Page Submit,t.intro_Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,field,field_14_TEXT,prior_research,research_morality,research_culturalpsy,education,education_4_TEXT,position,position_8_TEXT,institution_type,institution_type_5_TEXT,country,moral_to_wis_agree,wis_to_moral_agree,morality_wis_analogy,moral_wis_comments,wis_psych_char,wisdomModelFamiliar,model_agreement,model_disagree,wisdom_culture,t.universals_First Click,t.universals_Last Click,t.universals_Page Submit,t.universals_Click Count,universals_sorting_0_GROUP,universals_sorting_1_GROUP,universals_sorting_2_GROUP,universals_sorting_3_GROUP,universals_sorting_0_1_RANK,universals_sorting_0_2_RANK,universals_sorting_0_3_RANK,universals_sorting_0_4_RANK,universals_sorting_0_5_RANK,universals_sorting_0_6_RANK,universals_sorting_0_7_RANK,universals_sorting_0_8_RANK,universals_sorting_0_9_RANK,universals_sorting_0_10_RANK,universals_sorting_0_11_RANK,universals_sorting_0_12_RANK,universals_sorting_0_13_RANK,universals_sorting_0_14_RANK,universals_sorting_0_15_RANK,universals_sorting_0_16_RANK,universals_sorting_0_17_RANK,universals_sorting_1_1_RANK,universals_sorting_1_2_RANK,universals_sorting_1_3_RANK,universals_sorting_1_4_RANK,universals_sorting_1_5_RANK,universals_sorting_1_6_RANK,universals_sorting_1_7_RANK,universals_sorting_1_8_RANK,universals_sorting_1_9_RANK,universals_sorting_1_10_RANK,universals_sorting_1_11_RANK,universals_sorting_1_12_RANK,universals_sorting_1_13_RANK,universals_sorting_1_14_RANK,universals_sorting_1_15_RANK,universals_sorting_1_16_RANK,universals_sorting_1_17_RANK,universals_sorting_2_1_RANK,universals_sorting_2_2_RANK,universals_sorting_2_3_RANK,universals_sorting_2_4_RANK,universals_sorting_2_5_RANK,universals_sorting_2_6_RANK,universals_sorting_2_7_RANK,universals_sorting_2_8_RANK,universals_sorting_2_9_RANK,universals_sorting_2_10_RANK,universals_sorting_2_11_RANK,universals_sorting_2_12_RANK,universals_sorting_2_13_RANK,universals_sorting_2_14_RANK,universals_sorting_2_15_RANK,universals_sorting_2_16_RANK,universals_sorting_2_17_RANK,universals_sorting_3_1_RANK,universals_sorting_3_2_RANK,universals_sorting_3_3_RANK,universals_sorting_3_4_RANK,universals_sorting_3_5_RANK,universals_sorting_3_6_RANK,universals_sorting_3_7_RANK,universals_sorting_3_8_RANK,universals_sorting_3_9_RANK,universals_sorting_3_10_RANK,universals_sorting_3_11_RANK,universals_sorting_3_12_RANK,universals_sorting_3_13_RANK,universals_sorting_3_14_RANK,universals_sorting_3_15_RANK,universals_sorting_3_16_RANK,universals_sorting_3_17_RANK,wis_moral_articles,socio_poli_articles,comments,moral_wis_comments - Topics,moral_wis_comments - Parent Topics
8/4/2021 14:17,8/4/2021 15:01,IP Address,198.199.93.110,100,2682,TRUE,8/4/2021 15:01,R_3F4EkBVQYoauKap,,,,,37.73530579,-122.3731995,anonymous,EN,185.487,211.599,236.787,2,Chrome,92.0.4515.107,Windows NT 10.0,1920x1080,"Social Psychology,Personality Psychology,Moral Psychology,Other",Health psychology & military psychology,Yes,Yes,Yes,PhD,,Other,Research psychologist,Other,Military Hospital,USA,Morality is relevant for wisdom,Wisdom is relevant for morality,"two teammates playing football, they both have the same goal - to win the game - but, they each perform different, interrelated tasks to accomplish that goal - e.g., the quarterback throws the football and the wide receiver catches the football in order to move the team closer to scoring a touchdown. ","They both require a broad appreciation for how the world does and should work  I don't think you need to be wise in order to be moral, nor do you need to be moral to be wise. However, the convergence of the two optimizes the good life. ","I think a person's sense of right and wrong shapes how they see and interact with the world and that different moral orientations are related to different types of wisdom. For example, one person may believe it is morally important for them to treat everyone the same and that treating people they happen to share a relationship with (e.g., family, friends, and teammates) any better than you do a stranger is morally wrong. Another person may believe that they are morally obligated to treat the people they share a relationship with better than they do a stranger. I believe these two perspectives are associated with different types of wisdom and that neither sets of beliefs, nor the associated types of wisdom, are inherently morally wrong. I think it is important that both perspectives/beliefs are represented, in some capacity (e.g., individually, socially) in order to live a good life.  ",No,,,"Wisdom is influenced by culture.  However, the relationship between these two constructs is complicated and requires better theoretical/methodological/analytic tools than we social scientists currently have/use. ",62.387,63.155,67.863,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can you be wise and (morally) bad or unwise and (morally) good?  My intuition is we don't really want to know the answer to these questions...,Unknown,
8/4/2021 14:01,8/4/2021 15:08,IP Address,23.240.41.248,100,4005,TRUE,8/4/2021 15:08,R_d7hg7GI6CAFFzeV,,,,,34.0308075,-118.4729996,anonymous,EN,1.336,520.877,525.98,4,Safari iPhone,14.1.1,iPhone,390x844,Clinical Psychology,,No,No,Yes,Other,PsyD,Post-Doctoral Scholar,,University,,United States,,"Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality",,"Mindfulness/awareness is more relevant to both wisdom and morality; Without mindfulness and the ability to not only see one self, but also others and the entire context/environment, it would be impossible to be wise; Without wisdom, morality is bankrupt; Morality is a choice, at times unconscious and at times intentional. The question is what underlies this choice across time and situation? What props up these decisions? If it is programming, what constitutes effective programming that is difficult to undo? Can original programming be undone? If so, how?; Morality may also be a odds game. Certain circumstances can sway one this way and that, and our (biological, social, and psychological) programming can change the odds and interact with the particular set of circumstances dealt.; A much more interesting question is if wisdom can be chosen, whether those who are not born naturally aware can be trained to absorb the information and motivated to want to do so themselves.; Can two opposing views both be wise? What is the definition of wise? Perhaps one could argue that a person needs to want the moral in order to want to be wise. What motivates people to want wisdom? What benefits do wisdom bestow? I find this a much more philosophical question than a psychological one. Philosophy emphasizes a way of living and choice. Is philosophy a luxury item? Is psychology more basic in that we look at the elements that promote the ability to choose wisdom and morality?  Is it important to study this systematically or would we gain more from philosophizing?",,No,,,"Of course they are related. And it has to do with how much the culture encourages mindfulness and awareness (not just of self, but of others and the circumstances). To translate into language used in the common wisdom model, this would be how much culture affects the epistemological humility and ability to hold several perspectives. But culture is not a singular entity (even when limited to one population). It’s a full rounded thing where it influences a part of a population to be one certain way and fails to move another part of a population because the culture also consists of opposing or differing parts. Culture can also influence how we think about this inherent difference between people, between groups of people, and even differing parts within the self. But it’s complex because culture is dynamic and constantly changed by the people in it, who are influenced by it. That two way effect makes it feel like we are talking about quicksand and trying to define that which is constantly morphing. Then to talk about wisdom, a related concept, becomes two degrees of constant motion.  ",17.416,52.878,55.059,9,"Balance of diverse interests,Uncertainty management","Experiential knowledge,Sympathy/compassion,Humor,Seeking Insight /Meaning,Deliberation/Reflection,Open-mindedness/Consideration of diverse perspectives,Pursuit of truth,Realization of shared humanity","Equanimity/Self-control,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Self-compassion,Context-sensitivity,Self-transcendence,Declarative (book) knowledge",In-group cooperation,,,,,,,,,,,1,,2,,,,,,6,,,,5,8,7,,2,,1,,,4,,3,2,,1,4,5,,,,,,,,,6,,3,,,,,,,,,,1,,,,,,,,,,,,Unknown,
8/4/2021 14:43,8/4/2021 15:10,IP Address,174.21.123.15,100,1633,TRUE,8/4/2021 15:10,R_0dNiOO0GCnLW6zv,,,,,47.24760437,-122.4642944,anonymous,EN,0,0,8.999,0,Chrome,92.0.4515.107,Macintosh,1440x900,"Personality Psychology,Evolutionary Psychology",,No,No,No,Masters,,Graduate student,,University,,USA,Morality is relevant for wisdom,Wisdom is necessary for morality,God is to the Bible,"Morality is socially constructed. Wisdom helps to shape morality towards a more evolutionary purpose of a human need to belong and to thrive. They are not mutually exclusive but can be contained by morality guided by wisdom.  Wisdom requires an ability to hold the paradox of both/and, as well as a clear view of the juxtaposition of free will (resembling the Judeo-Christian construct) and Grace (a trust in universal energy (as in the Big Bang as both perpetual process and outcome) manifesting reality.)",Wisdom guides intentions towards decision-making free from hubris (a Horneyian lens).  ,No,,,"Culture provides the tension for wisdom to develop and manifest. Culture represents the bridge to achieve a wider understanding of the human experience. Psychological characteristics drive behaviors that become cultural standards when adopted by the majority.  Wisdom-driven psychological characteristics (decisions and actions based on a wider perspective and acceptance of paradox) allow systems (justice, food, energy, education etc...) to unfold that are more inclusive and regenerative. ",0,0,55.486,0,Declarative (book) knowledge,"Seeking Insight /Meaning,Equanimity/Self-control,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Self-transcendence,Open-mindedness/Consideration of diverse perspectives",Uncertainty management,"Balance of diverse interests,Context-sensitivity,Realization of shared humanity,Humor,Experiential knowledge,Self-compassion,Sympathy/compassion,Pursuit of truth,Deliberation/Reflection,In-group cooperation",,,,,,,,,,,,,,1,,,,3,5,2,,4,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,2,,9,3,8,10,7,1,5,,,,6,4,,,,Unknown,
8/4/2021 14:52,8/4/2021 15:02,IP Address,99.251.12.194,80,621,FALSE,8/4/2021 16:02,R_RkNjtEVJok8tZZv,,,,,,,anonymous,EN,0,0,1.73,0,Safari,14.1.2,Macintosh,1440x900,"Cognitive Psychology,Evolutionary Psychology,Moral Psychology,Cognitive Science",,Yes,Yes,No,PhD,,Professor,,University,,Canada,Morality is necessary for wisdom,Wisdom is relevant for morality,Cognitive Ability is to Reasoning,,I think they are intimately tied together... you can't have one without the other.,No,,,'- the definition of wisdom depends on one's culture; - once can't envision wisdom without considering culture,0,0,15.523,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021 15:50,8/4/2021 16:07,IP Address,129.62.64.62,100,1009,TRUE,8/4/2021 16:07,R_290N89LILZshb1P,,,,,31.5171051,-97.11979675,anonymous,EN,0,0,11.579,0,Chrome,92.0.4515.107,Windows NT 10.0,1280x720,"Social Psychology,Personality Psychology",,Yes,No,No,Masters,,Graduate student,,University,,United States,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality","I'm really not sure, but this is a great technique/survey design!","'- Sorry, I'm not really sure where to even begin here.  - That said, I'm curious how intellectual humility factors in and would love to hear this addressed.","Not knowing the current theoretical definitions for either wisdom or morality, I'm inclined to say that both moral intentions and actions are relevant for wisdom. However, I think that moral intentions are of greater importance, and even then, I don't think they're entirely necessary for wisdom. I think of wisdom as an intellectual thing that has implications for actions but can also just be about intentions or even hypotheticals.",No,,,"Hmm...  - I know this isn't what you're asking, but I think religion plays a large role in influencing one's definition/understanding of wisdom, and even the parameters by which it is expressed/enacted. I guess in this way, though, religion can alter attitudes and understanding of wisdom?  ",0,0,22.332,0,Declarative (book) knowledge,"Pursuit of truth,Uncertainty management,Equanimity/Self-control,In-group cooperation,Humor,Open-mindedness/Consideration of diverse perspectives,Epistemic humility/Recognition of limits of knowledge & one's fallibility","Balance of diverse interests,Self-compassion,Self-transcendence,Seeking Insight /Meaning,Context-sensitivity","Deliberation/Reflection,Sympathy/compassion,Realization of shared humanity,Experiential knowledge",,,,,,,,,,,,,,1,,,,7,6,3,,,,,1,4,,,,2,,,,5,,,,5,3,,,,,,1,,,,4,2,,,,,,,1,3,,,2,,4,,,,,,,,I'd love to see discussion on how humility factors into wisdom!,Unknown,
8/4/2021 15:03,8/4/2021 15:17,IP Address,47.4.35.28,40,813,FALSE,8/4/2021 16:17,R_3gXIVolTT8Kqknu,,,,,,,anonymous,EN,0,0,24.209,0,Chrome,92.0.4515.107,Macintosh,1440x900,"Social Psychology,Moral Psychology,Moral philosophy",,Yes,Yes,No,Bachelors,,Graduate student,,University,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021 16:06,8/4/2021 16:19,IP Address,209.140.219.75,100,755,TRUE,8/4/2021 16:19,R_2YmHv6iB6UgxNFW,,,,,42.76860046,-86.11699677,anonymous,EN,0,0,18.196,0,Chrome,92.0.4515.107,Macintosh,1920x1080,"Social Psychology,Clinical Psychology,Personality Psychology",,Yes,Yes,No,PhD,,Associate Professor,,Liberal arts college,,United States,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,the ocean is to water. ,,,No,,,"Culture seems to shape our attitudes and mental processes, which thereby means wisdom may vary among cultures (time and place).",0,0,24.394,0,,"Epistemic humility/Recognition of limits of knowledge & one's fallibility,Sympathy/compassion","Balance of diverse interests,Equanimity/Self-control","Experiential knowledge,Deliberation/Reflection,Open-mindedness/Consideration of diverse perspectives",,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,2,,,,,,1,,,,,,"Thomas, M. L., Martin, A. S., Eyler, L., Lee, E. E., Macagno, E., Devereaux, M., ... & Jeste, D. V. (2019). Individual differences in level of wisdom are associated with brain activation during a moral decision‐making task. Brain and behavior, 9(6), e01302. ","Al-Omoush, K. S., Orero-Blat, M., & Ribeiro-Soriano, D. (2021). The role of sense of community in harnessing the wisdom of crowds and creating collaborative knowledge during the COVID-19 pandemic. Journal of Business Research, 132, 765-774.  ",,,
8/4/2021 14:01,8/4/2021 16:22,IP Address,130.237.181.135,100,8464,TRUE,8/4/2021 16:22,R_2rZz7H3NtqSF7u5,,,,,59.32739258,18.06530762,anonymous,EN,0,0,335.144,0,Chrome,91.0.4472.164,Windows NT 10.0,1280x720,"Clinical Psychology,Developmental Psychology",,Yes,No,Yes,Other,Some PhD,Graduate student,,University,,Israel,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality",,,,No,,,,2.613,2.613,11.944,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021 15:22,8/4/2021 15:27,IP Address,68.4.64.98,80,284,FALSE,8/4/2021 16:27,R_SOV8vlE5vX2juPT,,,,,,,anonymous,EN,29.622,29.622,48.811,1,Chrome,92.0.4515.107,Windows NT 10.0,883x497,Social Psychology,,No,Yes,Yes,PhD,,Assistant Professor,,Liberal arts college,,USA,,,,,,No,,,,14.148,56.355,57.671,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021 16:15,8/4/2021 16:34,IP Address,99.106.123.29,100,1178,TRUE,8/4/2021 16:34,R_22AmzZtmEWL396o,,,,,39.19180298,-96.58180237,anonymous,EN,27.043,27.043,41.522,1,Chrome,91.0.4472.77,Macintosh,1440x900,"Social Psychology,Personality Psychology,Moral Psychology",,Yes,Yes,No,Bachelors,,Graduate student,,University,,USA,Morality is relevant for wisdom,Wisdom is relevant for morality,learning/reflection is to value judgments,"In my opinion, wisdom and morality are related insofar as one is reflecting on and learning from past experiences by pulling the productive (or good) messages from those experiences.   If morality is about good and bad behaviors and experiences (plus everything in between), wisdom is pulling the productive messages from those experiences and learning from them. Thus, I can learn from an immoral action and be wiser as a result, but I don't need to be wise to know it was immoral. I guess then wisdom is just then a graceful articulation of morality. ","I think wisdom can come from either moral intentions or actions, but the constructs of wisdom and morality can coexist independently as well.",No,,,"I think culture offers a framework for one's wisdom, meaning the more culturally sensitive, informed, and/or integrated one is, the more wise they have the capacity to be. ",0,0,47.435,0,"Balance of diverse interests,Self-transcendence","Sympathy/compassion,Equanimity/Self-control,Self-compassion,Open-mindedness/Consideration of diverse perspectives,Experiential knowledge,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Pursuit of truth,Context-sensitivity,Uncertainty management,Realization of shared humanity,Humor,Deliberation/Reflection,Seeking Insight /Meaning",In-group cooperation,Declarative (book) knowledge,,,,,2,,,,,,1,,,,,,,6,4,2,8,,12,10,7,,1,,5,9,,13,3,11,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,n/a,n/a,n/a,Unknown,
8/4/2021 16:28,8/4/2021 16:45,IP Address,108.247.251.47,100,1056,TRUE,8/4/2021 16:45,R_0UHTDpcW9XtaDa9,,,,,41.94599915,-87.70330048,anonymous,EN,0,0,23.904,0,Firefox,78,Macintosh,1920x1080,Other,"Engineering, cybernetic approach to philosophy, ethics, hermeneutics, metaphysics",No,No,No,Other,Further work toward Ph.D.,Other,"On sabbatical, adjunct",Other,two year college,USA,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality","Wisdom is to metaphysics,  Gas and battery to motorized vehicle",My computer/email has the bullets disabled.  ***;Morality and wisdom interelate  ***;Morality and wisdom need each other. ,Psychological characteristics are needed to orient behavior ethically.,No,,,"***;cultures differ.  Wisdom often differs or is various interpreted acccording to culture.  ***; different cultures nonetheless involve that facts that different people eat, are joyous, sad, have sex, travel, etc.",61.184,61.184,64.767,1,"Uncertainty management,Declarative (book) knowledge,Equanimity/Self-control,Self-transcendence,Experiential knowledge","Balance of diverse interests,Realization of shared humanity,Deliberation/Reflection,In-group cooperation","Self-compassion,Seeking Insight /Meaning,Open-mindedness/Consideration of diverse perspectives,Context-sensitivity,Humor","Epistemic humility/Recognition of limits of knowledge & one's fallibility,Sympathy/compassion,Pursuit of truth",,,3,,4,,,,,,,5,1,2,,,,,,,,,3,2,,4,,1,,,,,,,,3,,4,,,,,,,,,,,2,1,5,1,,,,,,,3,,2,,,,,,,,N/A,N/A,"I regret I cannot do the bullets, due to computer problems.  Thanks for the chance to do the survey.",Unknown,
8/4/2021 15:58,8/4/2021 16:02,IP Address,135.23.193.247,50,228,FALSE,8/4/2021 17:02,R_1pmLidTRmnB2i7v,,,,,,,anonymous,EN,0,0,33.655,0,Chrome,92.0.4515.107,Macintosh,1920x1080,"Social Psychology,Other",Marketing,Yes,Yes,No,PhD,,Assistant Professor,,University,,Canada,Morality is relevant for wisdom,Wisdom is relevant for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021 16:54,8/4/2021 16:57,IP Address,72.140.178.181,57,138,FALSE,8/4/2021 17:57,R_sp272r5rh5MXsMp,,,,,,,anonymous,EN,0,0,4.37,0,Chrome,92.0.4515.107,Windows NT 10.0,1536x864,Social Psychology,,No,Yes,No,Bachelors,,Graduate student,,University,,Canada,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021 16:39,8/4/2021 17:02,IP Address,24.133.120.35,80,1349,FALSE,8/4/2021 18:02,R_781TKqjMrFi1LB7,,,,,,,anonymous,EN,0,0,2.931,0,Edge,92.0.902.62,Windows NT 10.0,1536x864,"Social Psychology,Evolutionary Psychology,Moral Psychology,Virtue ethics,Moral philosophy",,Yes,Yes,Yes,PhD,,Assistant Professor,,University,,turkey,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is sufficient for morality",,"I consider morality as a socio-relational mechanism which helps individuals to survive within the group life. So, wisdom should be more about this, being aware of the neccessary requirements of social relationships but also having an isolated position (""isolated"" might be too strong), maybe having a unique perspective, above the norms. ","Intentions might signal willpower, according to moral philosophers willpower is neccessary characteristics of wisdom. But this has to be tested, an alcoholic person might be wise too. Actions provide social reputation which has to be distinguished from the actions signaling a good social image.   I think wisdom is more related to ideas, or goals. ",No,,,"'-Culture shapes our perspective, ideals and goals. For instance, if you are exposed to gender inequality, you become much more aware of it; -Additionally, wisdom in some cultures is more associated with being male.  ",0,0,63.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
